y_pred_svm,y_pred_nb,y_test_svm,y_test_nb
neutral,neutral,happiness,surprise
sadness,neutral,worry,neutral
love,worry,happiness,hate
neutral,neutral,love,happiness
worry,sadness,boredom,sadness
worry,neutral,hate,happiness
neutral,worry,neutral,worry
worry,happiness,worry,happiness
worry,neutral,hate,neutral
happiness,worry,relief,worry
neutral,neutral,love,neutral
neutral,neutral,worry,enthusiasm
neutral,happiness,neutral,sadness
neutral,neutral,love,enthusiasm
happiness,happiness,happiness,worry
worry,neutral,sadness,neutral
neutral,neutral,happiness,sadness
neutral,worry,sadness,empty
neutral,worry,neutral,happiness
worry,happiness,worry,neutral
worry,worry,sadness,neutral
worry,worry,neutral,worry
love,sadness,love,hate
neutral,neutral,worry,sadness
neutral,worry,relief,love
neutral,neutral,neutral,worry
worry,worry,enthusiasm,worry
neutral,neutral,fun,love
worry,worry,neutral,surprise
worry,worry,worry,hate
worry,neutral,sadness,empty
sadness,neutral,neutral,worry
neutral,worry,worry,sadness
happiness,happiness,happiness,happiness
neutral,worry,fun,sadness
worry,neutral,worry,relief
neutral,worry,sadness,sadness
happiness,neutral,happiness,neutral
neutral,neutral,happiness,worry
love,neutral,happiness,sadness
neutral,worry,hate,love
neutral,neutral,empty,love
worry,neutral,neutral,boredom
worry,neutral,worry,relief
worry,happiness,love,sadness
happiness,neutral,love,worry
love,worry,love,sadness
worry,happiness,sadness,worry
neutral,neutral,neutral,neutral
neutral,love,relief,love
sadness,worry,love,sadness
worry,worry,sadness,sadness
happiness,worry,happiness,love
love,neutral,love,happiness
neutral,neutral,neutral,neutral
happiness,happiness,neutral,love
happiness,love,enthusiasm,worry
worry,neutral,sadness,happiness
worry,worry,worry,neutral
neutral,happiness,worry,happiness
love,worry,surprise,neutral
worry,worry,worry,empty
worry,love,worry,happiness
worry,neutral,neutral,neutral
neutral,worry,neutral,worry
happiness,neutral,happiness,sadness
worry,worry,sadness,worry
worry,neutral,happiness,worry
love,neutral,neutral,worry
neutral,neutral,neutral,neutral
neutral,worry,happiness,hate
love,neutral,happiness,worry
worry,worry,fun,worry
hate,worry,worry,sadness
neutral,worry,fun,sadness
neutral,neutral,neutral,hate
happiness,neutral,neutral,neutral
neutral,neutral,happiness,worry
happiness,neutral,love,sadness
neutral,neutral,neutral,happiness
love,neutral,happiness,worry
neutral,worry,neutral,worry
worry,worry,happiness,sadness
worry,worry,neutral,sadness
worry,happiness,empty,neutral
neutral,happiness,surprise,worry
neutral,worry,relief,neutral
neutral,worry,sadness,neutral
neutral,worry,sadness,worry
worry,neutral,worry,worry
neutral,worry,neutral,worry
neutral,worry,worry,worry
sadness,neutral,worry,surprise
love,worry,love,worry
worry,neutral,worry,worry
worry,love,worry,love
neutral,neutral,worry,neutral
neutral,neutral,enthusiasm,neutral
neutral,neutral,surprise,love
neutral,worry,neutral,happiness
worry,happiness,fun,neutral
worry,worry,relief,worry
sadness,neutral,worry,sadness
happiness,neutral,sadness,worry
happiness,worry,surprise,sadness
neutral,worry,happiness,neutral
worry,happiness,surprise,relief
love,happiness,neutral,surprise
worry,neutral,empty,neutral
happiness,neutral,neutral,fun
worry,neutral,relief,worry
neutral,happiness,love,fun
worry,neutral,sadness,happiness
worry,neutral,hate,neutral
neutral,worry,happiness,love
happiness,worry,relief,happiness
neutral,neutral,boredom,worry
worry,neutral,surprise,love
happiness,neutral,sadness,relief
worry,neutral,neutral,neutral
neutral,neutral,neutral,worry
worry,love,worry,love
worry,neutral,sadness,worry
happiness,neutral,happiness,worry
neutral,neutral,neutral,happiness
worry,neutral,sadness,surprise
neutral,worry,neutral,sadness
worry,worry,neutral,worry
love,neutral,love,sadness
neutral,neutral,worry,happiness
neutral,neutral,surprise,surprise
worry,worry,worry,happiness
neutral,worry,worry,worry
neutral,neutral,sadness,neutral
love,neutral,worry,neutral
neutral,neutral,neutral,love
happiness,worry,love,surprise
worry,worry,worry,sadness
happiness,neutral,sadness,hate
worry,neutral,fun,relief
worry,worry,worry,worry
love,neutral,love,neutral
worry,neutral,worry,neutral
worry,neutral,worry,worry
happiness,love,sadness,happiness
happiness,neutral,relief,neutral
neutral,worry,happiness,love
neutral,worry,worry,worry
worry,happiness,sadness,love
neutral,worry,surprise,relief
neutral,neutral,love,empty
happiness,worry,happiness,sadness
happiness,neutral,happiness,worry
happiness,worry,happiness,sadness
worry,neutral,happiness,fun
worry,neutral,empty,neutral
sadness,worry,neutral,neutral
worry,worry,happiness,worry
neutral,worry,surprise,worry
neutral,neutral,worry,neutral
neutral,surprise,happiness,surprise
love,worry,relief,hate
worry,sadness,worry,happiness
neutral,neutral,worry,relief
worry,neutral,sadness,love
love,neutral,love,fun
worry,neutral,worry,neutral
worry,happiness,neutral,love
worry,worry,worry,happiness
neutral,neutral,worry,hate
happiness,neutral,happiness,hate
worry,neutral,sadness,surprise
happiness,worry,love,worry
love,worry,happiness,worry
neutral,worry,neutral,worry
worry,love,neutral,relief
worry,neutral,neutral,love
neutral,neutral,worry,enthusiasm
neutral,worry,happiness,neutral
worry,neutral,worry,neutral
worry,neutral,worry,neutral
happiness,worry,happiness,sadness
love,neutral,neutral,neutral
worry,worry,sadness,worry
happiness,worry,happiness,surprise
neutral,neutral,neutral,neutral
love,worry,love,sadness
worry,love,worry,love
worry,neutral,love,happiness
neutral,neutral,neutral,hate
worry,worry,worry,sadness
neutral,neutral,neutral,neutral
worry,neutral,worry,hate
neutral,worry,happiness,sadness
worry,neutral,worry,relief
worry,neutral,fun,neutral
worry,neutral,neutral,worry
surprise,neutral,neutral,neutral
love,happiness,love,empty
worry,neutral,sadness,happiness
happiness,worry,neutral,love
neutral,neutral,sadness,love
neutral,sadness,happiness,worry
neutral,worry,empty,surprise
happiness,neutral,sadness,neutral
worry,worry,neutral,worry
worry,love,worry,sadness
happiness,worry,happiness,sadness
neutral,worry,worry,love
happiness,neutral,love,fun
worry,neutral,sadness,worry
worry,worry,fun,worry
worry,worry,worry,neutral
neutral,worry,worry,love
happiness,neutral,worry,love
sadness,neutral,neutral,love
neutral,worry,neutral,worry
worry,worry,worry,sadness
neutral,neutral,enthusiasm,neutral
worry,neutral,love,worry
happiness,neutral,happiness,neutral
love,worry,sadness,sadness
worry,worry,worry,sadness
happiness,worry,happiness,neutral
worry,worry,neutral,worry
neutral,sadness,neutral,sadness
neutral,neutral,sadness,sadness
happiness,neutral,happiness,surprise
neutral,worry,worry,sadness
love,worry,love,happiness
worry,neutral,hate,neutral
sadness,worry,worry,worry
love,worry,love,worry
worry,neutral,happiness,worry
sadness,worry,sadness,sadness
worry,happiness,sadness,love
neutral,worry,neutral,worry
happiness,worry,love,worry
neutral,neutral,neutral,neutral
neutral,worry,happiness,worry
happiness,neutral,fun,happiness
neutral,happiness,worry,surprise
neutral,neutral,neutral,neutral
neutral,happiness,happiness,worry
neutral,neutral,neutral,relief
neutral,worry,worry,sadness
worry,worry,relief,hate
neutral,neutral,neutral,relief
neutral,neutral,sadness,neutral
worry,worry,sadness,worry
happiness,neutral,love,sadness
worry,worry,worry,fun
neutral,neutral,sadness,fun
happiness,worry,neutral,neutral
worry,worry,worry,love
neutral,neutral,happiness,hate
neutral,worry,neutral,neutral
neutral,worry,hate,fun
worry,happiness,hate,worry
worry,worry,surprise,enthusiasm
neutral,happiness,neutral,surprise
happiness,worry,happiness,hate
neutral,happiness,neutral,love
worry,worry,worry,worry
worry,neutral,neutral,empty
worry,sadness,sadness,sadness
worry,neutral,happiness,neutral
neutral,neutral,happiness,worry
neutral,worry,happiness,worry
worry,worry,worry,worry
sadness,love,worry,happiness
worry,neutral,neutral,empty
happiness,worry,love,worry
sadness,neutral,sadness,worry
worry,worry,worry,sadness
worry,worry,neutral,sadness
happiness,happiness,hate,love
worry,worry,neutral,sadness
neutral,worry,love,happiness
happiness,worry,love,sadness
neutral,love,relief,love
worry,neutral,neutral,neutral
worry,sadness,sadness,surprise
neutral,neutral,surprise,love
happiness,neutral,fun,neutral
neutral,neutral,worry,love
happiness,neutral,love,neutral
neutral,neutral,neutral,fun
sadness,worry,sadness,sadness
worry,neutral,worry,love
neutral,worry,neutral,worry
happiness,neutral,happiness,neutral
neutral,worry,neutral,worry
neutral,neutral,hate,love
neutral,love,neutral,happiness
worry,neutral,worry,happiness
worry,neutral,worry,love
worry,hate,surprise,hate
worry,neutral,happiness,worry
neutral,neutral,relief,surprise
neutral,worry,love,fun
worry,neutral,worry,surprise
neutral,worry,worry,enthusiasm
worry,worry,neutral,neutral
neutral,worry,relief,worry
happiness,worry,happiness,sadness
love,sadness,empty,sadness
neutral,worry,neutral,sadness
neutral,neutral,worry,worry
neutral,worry,neutral,worry
neutral,neutral,love,happiness
neutral,worry,neutral,love
neutral,worry,worry,love
worry,worry,worry,sadness
happiness,worry,worry,neutral
neutral,neutral,neutral,neutral
worry,neutral,neutral,happiness
worry,sadness,enthusiasm,love
happiness,neutral,sadness,surprise
worry,worry,sadness,neutral
sadness,neutral,neutral,sadness
worry,worry,neutral,worry
neutral,worry,neutral,relief
happiness,neutral,sadness,worry
neutral,neutral,worry,sadness
neutral,neutral,surprise,happiness
worry,neutral,love,fun
neutral,worry,neutral,worry
neutral,neutral,neutral,love
neutral,neutral,happiness,worry
neutral,neutral,neutral,sadness
hate,worry,hate,enthusiasm
worry,worry,worry,neutral
worry,neutral,neutral,hate
sadness,neutral,sadness,neutral
neutral,worry,neutral,surprise
love,worry,sadness,neutral
love,worry,love,worry
sadness,neutral,sadness,surprise
love,neutral,happiness,happiness
neutral,sadness,sadness,boredom
worry,neutral,sadness,fun
worry,neutral,happiness,worry
sadness,neutral,worry,sadness
love,worry,happiness,worry
worry,worry,worry,neutral
neutral,happiness,worry,happiness
happiness,worry,worry,worry
neutral,worry,sadness,worry
happiness,worry,happiness,surprise
worry,sadness,worry,worry
worry,neutral,sadness,neutral
worry,worry,surprise,surprise
neutral,neutral,worry,neutral
worry,happiness,worry,worry
worry,neutral,sadness,fun
worry,worry,worry,neutral
happiness,worry,happiness,relief
happiness,worry,happiness,neutral
worry,neutral,worry,relief
sadness,neutral,neutral,neutral
love,neutral,love,surprise
worry,happiness,love,happiness
sadness,worry,happiness,happiness
neutral,neutral,neutral,worry
neutral,happiness,sadness,sadness
worry,neutral,hate,neutral
worry,worry,happiness,happiness
worry,neutral,sadness,neutral
neutral,neutral,fun,surprise
worry,neutral,hate,hate
happiness,worry,happiness,sadness
surprise,worry,sadness,hate
happiness,neutral,love,neutral
worry,neutral,worry,happiness
worry,worry,happiness,sadness
neutral,neutral,neutral,happiness
worry,neutral,worry,empty
worry,worry,sadness,happiness
happiness,worry,fun,worry
happiness,happiness,fun,enthusiasm
neutral,neutral,neutral,sadness
neutral,love,love,love
worry,happiness,neutral,neutral
worry,neutral,sadness,neutral
neutral,love,neutral,happiness
worry,neutral,worry,empty
worry,neutral,surprise,relief
happiness,neutral,happiness,sadness
worry,worry,neutral,sadness
neutral,love,enthusiasm,love
worry,love,worry,happiness
sadness,worry,sadness,worry
happiness,worry,neutral,sadness
neutral,happiness,neutral,fun
neutral,neutral,neutral,surprise
neutral,worry,sadness,neutral
happiness,neutral,love,happiness
neutral,worry,neutral,neutral
neutral,neutral,empty,love
worry,happiness,worry,happiness
happiness,worry,enthusiasm,worry
happiness,neutral,happiness,worry
happiness,neutral,fun,happiness
neutral,neutral,love,worry
happiness,happiness,worry,happiness
worry,worry,hate,love
worry,happiness,worry,happiness
happiness,neutral,happiness,neutral
neutral,sadness,surprise,sadness
love,neutral,neutral,neutral
worry,worry,love,sadness
neutral,happiness,neutral,surprise
love,worry,sadness,neutral
neutral,worry,happiness,worry
neutral,neutral,neutral,neutral
worry,neutral,worry,sadness
neutral,neutral,surprise,worry
neutral,worry,sadness,relief
love,neutral,love,worry
sadness,happiness,happiness,love
sadness,worry,sadness,worry
worry,worry,enthusiasm,enthusiasm
neutral,worry,neutral,worry
worry,worry,neutral,sadness
neutral,worry,happiness,worry
worry,love,worry,happiness
worry,worry,sadness,neutral
worry,happiness,worry,neutral
worry,neutral,happiness,surprise
happiness,neutral,worry,sadness
neutral,neutral,neutral,love
neutral,worry,neutral,love
neutral,neutral,love,worry
worry,happiness,hate,happiness
happiness,neutral,happiness,sadness
happiness,worry,happiness,happiness
love,worry,surprise,neutral
neutral,neutral,neutral,surprise
neutral,neutral,worry,empty
sadness,neutral,sadness,happiness
love,worry,love,hate
worry,worry,hate,worry
neutral,worry,surprise,fun
neutral,neutral,worry,surprise
neutral,happiness,happiness,worry
empty,worry,sadness,sadness
relief,worry,relief,sadness
neutral,love,sadness,love
worry,worry,worry,hate
happiness,worry,happiness,sadness
neutral,happiness,sadness,neutral
happiness,happiness,relief,neutral
worry,neutral,neutral,neutral
neutral,happiness,worry,love
happiness,worry,happiness,sadness
neutral,neutral,worry,neutral
neutral,sadness,neutral,worry
neutral,neutral,happiness,love
sadness,neutral,sadness,love
neutral,neutral,worry,neutral
sadness,happiness,sadness,happiness
neutral,neutral,worry,boredom
neutral,neutral,hate,worry
happiness,sadness,happiness,neutral
happiness,neutral,happiness,hate
happiness,neutral,happiness,happiness
neutral,worry,fun,sadness
worry,neutral,happiness,happiness
worry,worry,surprise,neutral
neutral,sadness,sadness,sadness
worry,neutral,sadness,neutral
love,neutral,worry,worry
worry,neutral,worry,neutral
worry,worry,neutral,sadness
neutral,worry,happiness,neutral
neutral,happiness,worry,happiness
worry,worry,neutral,worry
neutral,neutral,fun,worry
neutral,neutral,worry,surprise
worry,happiness,hate,love
love,neutral,love,neutral
neutral,neutral,neutral,neutral
worry,happiness,happiness,happiness
worry,neutral,sadness,fun
neutral,neutral,worry,love
worry,neutral,fun,neutral
happiness,neutral,love,neutral
worry,worry,happiness,sadness
worry,happiness,worry,fun
happiness,worry,love,worry
happiness,worry,love,relief
neutral,neutral,neutral,happiness
hate,neutral,hate,relief
neutral,worry,neutral,sadness
worry,love,worry,enthusiasm
neutral,neutral,surprise,worry
happiness,neutral,happiness,happiness
worry,sadness,happiness,sadness
neutral,sadness,neutral,hate
happiness,worry,sadness,neutral
sadness,worry,happiness,worry
worry,sadness,worry,worry
happiness,happiness,happiness,happiness
worry,worry,hate,worry
worry,neutral,empty,fun
happiness,neutral,worry,neutral
neutral,neutral,sadness,neutral
worry,worry,worry,love
worry,neutral,hate,neutral
neutral,happiness,neutral,relief
neutral,worry,worry,sadness
neutral,worry,sadness,relief
worry,worry,worry,sadness
love,worry,happiness,worry
neutral,happiness,neutral,love
worry,worry,worry,love
neutral,neutral,hate,neutral
worry,neutral,worry,neutral
love,neutral,neutral,sadness
happiness,worry,happiness,worry
worry,happiness,neutral,happiness
sadness,happiness,sadness,worry
neutral,neutral,relief,anger
worry,worry,worry,neutral
worry,neutral,neutral,love
worry,neutral,empty,hate
neutral,neutral,surprise,neutral
worry,worry,hate,surprise
happiness,worry,sadness,sadness
love,neutral,love,surprise
neutral,neutral,relief,worry
love,neutral,love,worry
worry,neutral,sadness,neutral
worry,neutral,worry,fun
neutral,neutral,love,neutral
neutral,worry,happiness,worry
worry,neutral,neutral,happiness
worry,worry,worry,worry
worry,happiness,worry,happiness
neutral,worry,sadness,sadness
happiness,happiness,happiness,love
worry,love,love,relief
neutral,sadness,neutral,neutral
worry,happiness,neutral,surprise
worry,neutral,fun,neutral
neutral,neutral,surprise,worry
neutral,neutral,neutral,neutral
worry,neutral,worry,surprise
neutral,neutral,neutral,neutral
worry,worry,neutral,worry
hate,worry,hate,worry
neutral,neutral,worry,happiness
neutral,worry,worry,worry
neutral,neutral,happiness,neutral
worry,neutral,sadness,neutral
hate,neutral,relief,love
happiness,worry,sadness,worry
sadness,worry,worry,sadness
sadness,worry,worry,hate
empty,worry,neutral,surprise
worry,neutral,worry,worry
worry,neutral,neutral,neutral
worry,neutral,sadness,happiness
worry,neutral,happiness,neutral
happiness,neutral,fun,neutral
neutral,happiness,love,neutral
neutral,neutral,surprise,fun
sadness,worry,neutral,neutral
neutral,neutral,neutral,love
neutral,neutral,happiness,neutral
sadness,worry,sadness,hate
neutral,neutral,neutral,love
neutral,happiness,worry,happiness
neutral,neutral,neutral,neutral
love,neutral,love,neutral
love,neutral,love,worry
neutral,happiness,worry,fun
love,worry,love,neutral
worry,happiness,relief,surprise
neutral,neutral,neutral,love
worry,neutral,worry,worry
happiness,love,enthusiasm,love
worry,happiness,worry,happiness
worry,neutral,surprise,fun
neutral,worry,neutral,worry
worry,happiness,sadness,happiness
happiness,worry,happiness,fun
neutral,worry,love,neutral
sadness,happiness,sadness,worry
hate,neutral,hate,surprise
happiness,worry,fun,boredom
neutral,worry,happiness,sadness
worry,worry,worry,worry
neutral,worry,neutral,love
neutral,worry,happiness,fun
neutral,happiness,worry,love
neutral,worry,neutral,surprise
happiness,worry,fun,hate
neutral,worry,neutral,sadness
neutral,worry,neutral,sadness
worry,neutral,empty,worry
worry,worry,worry,sadness
worry,neutral,worry,relief
worry,worry,fun,love
neutral,neutral,empty,worry
neutral,sadness,love,sadness
worry,neutral,happiness,happiness
worry,happiness,happiness,worry
neutral,neutral,neutral,happiness
neutral,sadness,neutral,neutral
worry,neutral,neutral,relief
worry,worry,neutral,fun
happiness,neutral,neutral,worry
love,worry,love,empty
happiness,neutral,relief,worry
neutral,neutral,happiness,worry
neutral,worry,neutral,sadness
happiness,worry,fun,worry
love,worry,love,love
happiness,neutral,love,enthusiasm
love,neutral,love,neutral
happiness,worry,sadness,sadness
happiness,happiness,fun,happiness
worry,worry,neutral,worry
neutral,worry,empty,sadness
worry,sadness,fun,sadness
worry,neutral,hate,neutral
worry,worry,enthusiasm,neutral
neutral,neutral,relief,relief
worry,worry,worry,sadness
happiness,worry,happiness,worry
love,neutral,love,neutral
worry,neutral,hate,worry
happiness,neutral,happiness,fun
worry,neutral,surprise,happiness
neutral,worry,relief,relief
worry,neutral,sadness,neutral
neutral,worry,surprise,sadness
neutral,love,neutral,love
worry,worry,happiness,worry
worry,happiness,love,neutral
neutral,worry,sadness,neutral
worry,neutral,worry,worry
worry,neutral,enthusiasm,neutral
worry,neutral,neutral,enthusiasm
worry,worry,worry,worry
worry,worry,worry,happiness
happiness,worry,neutral,sadness
happiness,worry,happiness,neutral
neutral,neutral,neutral,worry
worry,neutral,neutral,neutral
worry,neutral,neutral,neutral
worry,neutral,worry,love
worry,love,worry,love
happiness,love,fun,love
neutral,worry,surprise,enthusiasm
worry,worry,worry,worry
neutral,worry,neutral,love
neutral,neutral,worry,hate
worry,worry,sadness,worry
worry,worry,neutral,worry
worry,worry,sadness,worry
happiness,worry,happiness,sadness
neutral,worry,neutral,worry
worry,neutral,worry,neutral
neutral,neutral,neutral,neutral
neutral,worry,worry,sadness
worry,worry,empty,neutral
neutral,happiness,hate,relief
neutral,worry,happiness,fun
worry,worry,worry,neutral
worry,neutral,relief,hate
neutral,neutral,fun,worry
neutral,neutral,worry,happiness
worry,happiness,relief,enthusiasm
neutral,neutral,sadness,happiness
neutral,neutral,neutral,neutral
worry,happiness,worry,happiness
worry,worry,hate,relief
worry,love,hate,love
neutral,worry,neutral,worry
neutral,neutral,worry,hate
happiness,neutral,love,fun
happiness,worry,relief,hate
worry,worry,worry,worry
worry,neutral,happiness,neutral
love,worry,love,neutral
worry,happiness,neutral,happiness
neutral,worry,neutral,surprise
neutral,neutral,happiness,neutral
neutral,neutral,happiness,relief
neutral,neutral,sadness,worry
happiness,worry,fun,worry
happiness,worry,neutral,happiness
neutral,worry,love,neutral
neutral,neutral,worry,worry
worry,happiness,hate,relief
neutral,worry,relief,worry
neutral,love,happiness,fun
neutral,neutral,sadness,neutral
neutral,worry,happiness,empty
neutral,neutral,neutral,worry
neutral,neutral,worry,neutral
worry,neutral,happiness,neutral
neutral,neutral,worry,happiness
neutral,sadness,enthusiasm,neutral
neutral,worry,worry,sadness
neutral,happiness,sadness,love
worry,neutral,worry,relief
worry,worry,sadness,sadness
worry,worry,worry,hate
worry,neutral,sadness,happiness
happiness,worry,surprise,sadness
happiness,worry,love,sadness
sadness,happiness,worry,happiness
neutral,sadness,sadness,sadness
neutral,worry,neutral,sadness
happiness,happiness,happiness,love
worry,worry,worry,worry
worry,neutral,love,hate
worry,love,relief,worry
happiness,worry,worry,neutral
happiness,sadness,love,empty
neutral,neutral,worry,surprise
neutral,worry,fun,neutral
neutral,worry,fun,neutral
worry,worry,neutral,worry
happiness,love,neutral,neutral
neutral,neutral,neutral,worry
neutral,worry,neutral,worry
happiness,happiness,surprise,happiness
worry,worry,sadness,happiness
happiness,worry,happiness,love
worry,worry,enthusiasm,neutral
worry,worry,neutral,anger
worry,love,sadness,love
neutral,neutral,worry,neutral
neutral,love,neutral,love
worry,happiness,neutral,happiness
neutral,neutral,fun,neutral
worry,love,worry,happiness
neutral,happiness,surprise,happiness
happiness,worry,happiness,sadness
happiness,love,fun,love
neutral,neutral,happiness,worry
neutral,neutral,happiness,sadness
neutral,worry,neutral,hate
neutral,neutral,fun,sadness
neutral,worry,empty,neutral
happiness,worry,worry,worry
hate,neutral,hate,worry
sadness,neutral,sadness,sadness
worry,worry,neutral,sadness
sadness,neutral,worry,love
worry,neutral,sadness,neutral
neutral,worry,sadness,love
happiness,neutral,happiness,happiness
neutral,worry,fun,enthusiasm
happiness,neutral,worry,worry
happiness,worry,love,neutral
worry,neutral,worry,love
neutral,neutral,empty,neutral
worry,neutral,worry,hate
love,sadness,love,sadness
worry,sadness,sadness,sadness
neutral,neutral,worry,enthusiasm
sadness,neutral,fun,neutral
neutral,sadness,worry,hate
happiness,happiness,surprise,enthusiasm
worry,happiness,worry,love
worry,worry,surprise,neutral
happiness,relief,fun,relief
worry,worry,neutral,worry
neutral,neutral,happiness,worry
neutral,neutral,worry,surprise
worry,neutral,hate,neutral
neutral,worry,worry,surprise
sadness,happiness,sadness,happiness
worry,neutral,love,surprise
love,worry,relief,neutral
happiness,happiness,relief,happiness
neutral,love,neutral,worry
worry,sadness,worry,sadness
neutral,love,neutral,sadness
love,happiness,happiness,fun
worry,worry,relief,worry
worry,worry,love,hate
worry,worry,worry,worry
happiness,worry,happiness,worry
love,neutral,neutral,neutral
happiness,neutral,worry,relief
neutral,worry,sadness,anger
love,neutral,love,neutral
happiness,worry,happiness,worry
hate,worry,hate,sadness
neutral,neutral,neutral,worry
worry,neutral,neutral,happiness
happiness,love,fun,love
happiness,neutral,surprise,neutral
love,neutral,neutral,worry
worry,neutral,worry,worry
worry,worry,happiness,relief
neutral,sadness,happiness,sadness
worry,sadness,empty,sadness
neutral,worry,worry,neutral
neutral,neutral,relief,worry
neutral,neutral,neutral,worry
happiness,love,happiness,love
worry,neutral,fun,surprise
neutral,worry,neutral,empty
worry,neutral,sadness,neutral
worry,neutral,love,worry
happiness,neutral,love,worry
happiness,neutral,love,happiness
worry,worry,neutral,anger
worry,happiness,neutral,happiness
neutral,neutral,sadness,enthusiasm
love,worry,happiness,empty
worry,neutral,worry,neutral
neutral,worry,sadness,empty
worry,happiness,boredom,happiness
neutral,happiness,fun,happiness
hate,worry,sadness,neutral
neutral,neutral,happiness,surprise
neutral,love,neutral,happiness
worry,neutral,neutral,surprise
neutral,love,relief,love
love,neutral,love,surprise
worry,love,neutral,love
happiness,worry,neutral,worry
worry,neutral,worry,happiness
neutral,neutral,neutral,worry
worry,neutral,happiness,worry
sadness,love,neutral,love
happiness,neutral,relief,hate
worry,happiness,neutral,worry
neutral,neutral,sadness,neutral
worry,worry,sadness,worry
worry,neutral,sadness,worry
neutral,sadness,worry,hate
worry,worry,worry,sadness
love,worry,worry,sadness
neutral,neutral,neutral,neutral
worry,neutral,neutral,neutral
worry,happiness,worry,enthusiasm
worry,worry,worry,love
happiness,worry,happiness,worry
worry,neutral,worry,relief
worry,neutral,hate,boredom
love,neutral,empty,hate
worry,worry,enthusiasm,enthusiasm
worry,love,anger,love
neutral,worry,worry,sadness
neutral,neutral,worry,sadness
worry,worry,relief,sadness
neutral,neutral,enthusiasm,neutral
neutral,neutral,neutral,neutral
happiness,worry,hate,worry
worry,worry,love,neutral
neutral,love,neutral,happiness
happiness,neutral,neutral,enthusiasm
happiness,sadness,fun,worry
love,worry,love,neutral
worry,neutral,fun,fun
worry,neutral,worry,enthusiasm
neutral,neutral,neutral,love
worry,neutral,sadness,worry
sadness,neutral,sadness,empty
neutral,neutral,worry,hate
happiness,worry,enthusiasm,sadness
neutral,happiness,worry,happiness
neutral,worry,enthusiasm,fun
neutral,worry,happiness,worry
sadness,love,worry,love
neutral,worry,neutral,neutral
worry,happiness,neutral,happiness
neutral,worry,empty,love
happiness,worry,neutral,sadness
love,neutral,happiness,neutral
neutral,neutral,love,worry
sadness,neutral,sadness,neutral
neutral,neutral,relief,neutral
love,neutral,fun,fun
worry,worry,sadness,sadness
neutral,neutral,happiness,worry
neutral,love,happiness,happiness
love,neutral,fun,happiness
worry,neutral,worry,worry
love,worry,love,worry
neutral,neutral,worry,neutral
neutral,neutral,neutral,happiness
neutral,worry,boredom,neutral
neutral,neutral,relief,surprise
worry,worry,enthusiasm,worry
happiness,neutral,worry,fun
neutral,worry,surprise,worry
neutral,worry,neutral,neutral
neutral,worry,enthusiasm,fun
neutral,neutral,neutral,fun
neutral,neutral,enthusiasm,worry
worry,neutral,worry,empty
worry,worry,worry,neutral
worry,worry,hate,neutral
neutral,neutral,neutral,boredom
love,worry,love,worry
worry,worry,happiness,sadness
sadness,worry,worry,sadness
sadness,worry,sadness,worry
happiness,neutral,happiness,worry
worry,happiness,surprise,love
neutral,neutral,empty,empty
neutral,sadness,neutral,surprise
neutral,neutral,neutral,worry
worry,worry,neutral,worry
neutral,worry,worry,sadness
neutral,worry,happiness,neutral
neutral,worry,surprise,sadness
love,neutral,love,worry
neutral,worry,neutral,surprise
worry,neutral,fun,sadness
neutral,worry,relief,sadness
neutral,love,fun,neutral
neutral,neutral,empty,worry
worry,neutral,worry,surprise
neutral,worry,worry,neutral
neutral,worry,sadness,sadness
neutral,neutral,neutral,neutral
worry,neutral,love,hate
worry,worry,happiness,sadness
sadness,worry,sadness,relief
worry,neutral,happiness,love
worry,neutral,worry,worry
sadness,worry,sadness,worry
worry,happiness,hate,happiness
worry,neutral,sadness,fun
worry,sadness,empty,sadness
worry,neutral,worry,happiness
neutral,neutral,sadness,happiness
worry,worry,surprise,love
neutral,neutral,sadness,neutral
worry,neutral,neutral,neutral
worry,neutral,worry,surprise
worry,happiness,worry,happiness
neutral,neutral,sadness,neutral
neutral,neutral,worry,worry
neutral,neutral,neutral,neutral
worry,neutral,surprise,love
neutral,happiness,neutral,happiness
neutral,happiness,neutral,happiness
worry,love,neutral,love
neutral,sadness,enthusiasm,worry
worry,worry,enthusiasm,sadness
neutral,happiness,enthusiasm,love
hate,worry,hate,love
happiness,worry,happiness,hate
neutral,neutral,worry,neutral
sadness,neutral,worry,love
worry,worry,worry,love
worry,neutral,neutral,worry
neutral,worry,neutral,happiness
neutral,neutral,surprise,neutral
neutral,worry,empty,neutral
worry,worry,worry,sadness
happiness,neutral,happiness,worry
neutral,love,surprise,happiness
neutral,neutral,happiness,neutral
neutral,neutral,neutral,sadness
hate,worry,hate,empty
worry,worry,worry,hate
neutral,love,worry,love
worry,neutral,worry,worry
love,neutral,neutral,worry
worry,neutral,neutral,neutral
neutral,neutral,happiness,sadness
sadness,worry,worry,neutral
worry,neutral,worry,sadness
worry,neutral,hate,neutral
neutral,worry,neutral,surprise
worry,worry,surprise,happiness
happiness,happiness,neutral,neutral
worry,neutral,relief,neutral
worry,worry,neutral,worry
sadness,love,sadness,love
worry,neutral,worry,relief
happiness,neutral,love,worry
neutral,love,fun,neutral
neutral,happiness,empty,neutral
worry,happiness,love,neutral
surprise,worry,love,worry
neutral,happiness,relief,fun
neutral,happiness,happiness,empty
worry,neutral,sadness,fun
love,neutral,love,neutral
